,0.0,0.6122448979591837,1.2244897959183674,1.836734693877551,2.4489795918367347,3.0612244897959187,3.673469387755102,4.285714285714286,4.8979591836734695,5.510204081632653,6.122448979591837,6.73469387755102,7.346938775510204,7.959183673469388,8.571428571428571,9.183673469387756,9.795918367346939,10.408163265306122,11.020408163265307,11.63265306122449,12.244897959183675,12.857142857142858,13.46938775510204,14.081632653061225,14.693877551020408,15.306122448979592,15.918367346938776,16.53061224489796,17.142857142857142,17.755102040816325,18.367346938775512,18.979591836734695,19.591836734693878,20.20408163265306,20.816326530612244,21.42857142857143,22.040816326530614,22.653061224489797,23.26530612244898,23.877551020408163,24.48979591836735,25.102040816326532,25.714285714285715,26.3265306122449,26.93877551020408,27.551020408163264,28.16326530612245,28.775510204081634,29.387755102040817,30.0
A,0.6,0.5645792,0.53108007,0.49950945,0.46975255,0.44173598,0.41539016,0.39057705,0.36727685,0.34531936,0.32476816,0.30547953,0.28736958,0.2703731,0.2543661,0.23933195,0.22519949,0.21186565,0.19939287,0.18769644,0.1766988,0.16632834,0.1565066,0.1472812,0.13858108,0.13037,0.122626044,0.11533015,0.10846746,0.1020095,0.09592778,0.090214245,0.08484796,0.07979922,0.075054884,0.07059643,0.066405356,0.06246422,0.058756422,0.055277064,0.052007332,0.048933428,0.046041902,0.04331966,0.040753946,0.038339816,0.036070015,0.033932712,0.031920098,0.030025145
B,0.3,0.33542085,0.36891994,0.40049058,0.4302475,0.45826405,0.48460987,0.50942296,0.5327232,0.5546807,0.57523185,0.5945205,0.6126304,0.6296269,0.64563394,0.6606681,0.6748006,0.6881344,0.7006072,0.7123036,0.72330123,0.7336717,0.74349344,0.7527188,0.76141894,0.76963,0.77737397,0.7846699,0.7915326,0.79799056,0.80407226,0.8097858,0.8151521,0.8202008,0.82494515,0.82940364,0.8335947,0.8375358,0.8412436,0.844723,0.8479927,0.8510666,0.85395813,0.8566804,0.8592461,0.86166024,0.86393005,0.86606735,0.86807996,0.8699749
