,0.0,7.894736842105263,15.789473684210526,23.684210526315788,31.57894736842105,39.473684210526315,47.368421052631575,55.26315789473684,63.1578947368421,71.05263157894737,78.94736842105263,86.84210526315789,94.73684210526315,102.63157894736841,110.52631578947368,118.42105263157895,126.3157894736842,134.21052631578948,142.10526315789474,150.0
mw3a3264af_63ed_4289_a17a_a14fb9d67eff,20000.0,17058.639,14503.54,12105.218,9888.645,7880.593,6107.203,4589.924,3340.1074,2353.9087,1610.2144,1073.5536,701.1786,450.95776,286.87268,181.13638,113.81056,71.28088,44.55294,27.81096
mw76465d1e_cf23_4b01_8554_20dd288edbd4,0.0,1274.1832,2979.6917,4554.2305,5975.591,7221.5103,8269.778,9101.536,9705.946,10085.254,10257.768,10256.286,10121.665,9894.362,9608.169,9287.981,8950.68,8607.13,8264.13,7925.857
mwf28b5b41_dded_4f05_85a9_31b845b5a48d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mw74dc94dc_3350_40dc_8283_cf793630d973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mwb94475cd_d488_489d_b1fc_5b2ae6fb2aca,0.0,337.51514,319.46005,298.41354,274.0408,246.19626,215.11801,181.64555,147.34085,114.330666,84.792145,60.28749,41.35747,27.598686,18.065647,11.687286,7.521037,4.842014,3.135689,2.0544097
mwb7c043de_2d90_4ac3_a930_e270f276eaed,0.0,278.99088,277.57648,271.32718,260.2335,243.94167,222.50175,196.63536,167.93631,138.7858,111.801125,89.01691,71.27397,58.242977,48.944237,42.306046,37.454147,33.77524,30.86348,28.462387
mwe356ca0b_cefd_47be_b766_6622e329dacf,0.0,349.91275,506.2193,645.61975,766.96655,867.9006,946.3819,1001.22064,1032.6848,1042.9165,1035.7959,1016.116,988.4428,956.2945,921.9795,886.87317,851.7679,817.1206,783.19824,750.15643
mw7ca0a4aa_496a_48e2_b6e1_3d91d1d32180,0.0,45.142715,45.12066,45.0186,44.829563,44.52362,44.058357,43.38087,42.426266,41.121826,39.434944,37.41473,35.21316,33.02954,31.027115,29.279566,27.785715,26.500341,25.373995,24.361795
mw509c3dcf_ce86_4d27_b3a4_80e5a27d1015,0.0,327.80667,684.19495,1040.0859,1394.844,1747.6647,2097.4749,2442.8257,2781.7751,3111.8362,3430.093,3733.6584,4020.4312,4289.752,4542.4663,4780.3613,5005.483,5219.667,5424.3643,5620.6396
mw4df8e99a_bf7a_420c_b5b1_725efd98e423,0.0,327.80667,684.19495,1040.0859,1394.844,1747.6647,2097.4749,2442.8257,2781.7751,3111.8362,3430.093,3733.6584,4020.4312,4289.752,4542.4663,4780.3613,5005.483,5219.667,5424.3643,5620.6396
