,0.0,1.1111111111111112,2.2222222222222223,3.3333333333333335,4.444444444444445,5.555555555555555,6.666666666666667,7.777777777777779,8.88888888888889,10.0
A,0.6,0.5369233,0.4804205,0.42985436,0.38459235,0.34412187,0.30793464,0.2755623,0.24659438,0.22066568
B,0.3,0.36307678,0.41957954,0.47014567,0.5154077,0.55587816,0.5920654,0.62443775,0.65340567,0.67933434
