,0.0,5.0,10.0,20.0,30.0,40.0,60.0,90.0,120.0,150.0,200.0,250.0,300.0,400.0,550.0,700.0,800.0,900.0,1000.0,1200.0,1400.0,1600.0,1700.0,1803.0
ECglucose,0.0503951,0.8495,1.1955,2.01525,3.32475,3.3609999999999998,4.3825,3.63375,3.2744999999999997,2.9575,2.837,2.3127500000000003,2.1345,1.50075,1.1395,0.2757317,0.16176209999999996,0.09614239999999999,0.0888776,0.0239092,0.0329801,0.0220368,0.0284524,0.0503951
ECtreh,0.01173105,0.014251799999999998,0.0140621,0.0143889,0.014253,0.0115082,0.01210245,0.012331,0.0097149,0.0137324,0.0138884,0.0121756,0.013548,0.0143148,,0.0132757,0.01324585,0.0132859,0.014152350000000001,0.009619550000000001,0.0129482,0.0138254,0.0137482,0.01173105
ICglucose,0.14543587548953393,0.3893115716834907,0.46767842313829316,0.8944937096401984,1.312352662588585,1.409854328029242,4.372199937671038,2.038170415142118,1.3301429060141046,1.165272138473432,1.1145375949437213,0.8691261300732773,1.078030188260151,0.588983166344009,0.3947238151564065,0.5334430789900614,0.414466395784592,0.1247768514017118,0.15413112468157647,0.21824215047427817,0.11927308073234387,0.10998407215810668,0.12107664804637047,0.14543587548953393
ICtreh,22.468576236586998,22.11680079423634,21.686439609933352,21.695102222241495,22.076388947602325,20.80491792399014,22.182880746136274,23.473466473539755,24.171464424881687,25.488363711571267,26.94167018909217,28.533224180025343,28.07876735819445,27.339381450355113,26.080828177664575,23.457303398285624,23.307108085645496,23.53737117209977,23.386257032738786,23.4041227348767,22.72797769080333,22.744433218410585,22.54810916680014,22.468576236586998
ICglyc,,,,,,,,,,,,,,,,,,,,,,,,
ICT6P,0.056946837151825636,0.05591023675611144,0.06020676780278547,0.08408071704281754,0.4130834798763465,1.1130472621402814,1.9674061857678686,3.0606656827140846,3.787053534234294,3.753089957193568,2.2629839983780142,0.8948857469785781,0.36443573857044587,0.19488228447065256,0.10206912953632721,0.07148127757683206,0.05764088717816527,0.055949114491906135,0.05512023947028756,0.07688167669605685,0.06079478113899718,0.054119556963099655,0.05237350937939668,0.056946837151825636
ICUDPG,0.4092670895832953,0.4374758124229302,0.47134573685074255,0.5692049794270481,0.5616088413617492,0.532383132845245,0.7353051831356587,0.7965779789196502,0.8742587515213465,1.035591407921443,1.2136091835932794,1.3715044266337384,1.5183402351055342,1.4855927268266664,1.328965494095827,0.947254680548896,0.725590102326781,0.548131917620048,0.42429937322296185,0.3937130501113657,0.3312405640217089,0.3562161128218836,0.35826698403853763,0.4092670895832953
ICG1P,0.04850740757498978,0.07330956868244187,0.10434306810726612,0.1887736526781914,0.17134728464889815,0.09984663470400426,0.13855807123026584,0.14764144185819253,0.1469872250507467,0.1313271724398454,0.14732958730963278,0.12188668660496862,0.11602055023589442,0.10581179101580165,0.10970772433401815,0.07001463077227082,0.08610698105098868,0.06338886229457696,0.05813046208010717,0.0631762179592271,0.0520871615621791,0.043721428113658596,0.04213605747017629,0.04850740757498978
ICG6P,0.1166027295660543,0.7013062751818269,1.50133816279005,3.4983893099394967,4.523350323960887,4.472656958541904,4.733882689605776,5.3222279708165,4.050739220660696,3.2242612314785295,2.4511211003759485,2.055675513961043,1.7453182329128747,1.4614463259567865,1.3418248349394504,1.1625305342924261,0.8931136553512075,0.6005577597080423,0.4282195835131112,0.41766653506265483,0.15785762029927436,0.11219967703580443,0.10253888935429939,0.1166027295660543
