,0.0,5.0,10.0,15.0,20.0,30.0,60.0,90.0,120.0,150.0,180.0,220.0,250.0,300.0,350.0,398.0
ECglucose,0.03692825,0.12690525,0.2281945,0.32925212499999995,0.40580737499999997,0.383307875,0.28365275,0.227351125,0.1753185,0.156270625,0.115875,0.07981037499999999,0.08015725,0.057511875000000004,0.03922725,0.03692825
ECtreh,0.1197607,0.1232993,0.1190407,0.12272839999999999,0.1203609,0.12874860000000002,0.129713,0.11953910000000001,0.11493129999999999,0.12090549999999999,0.1260447,0.1159811,0.12827100000000002,0.12396205,0.11719624999999999,0.1197607
ICglucose,0.4639293111466363,0.30049980965479994,0.43879930727810756,0.38763377803872057,0.772242817674146,0.38161852808386043,0.4235195999345884,0.45109991527560833,0.40340868311707806,0.4657750489569469,0.37618820747588333,0.4043625392968941,0.394446377597954,0.2880433340856915,0.32840431223762395,0.4639293111466363
ICtreh,120.22331640642172,130.51114368209252,118.58985515451656,132.16249274030508,127.07964384875729,127.10666666251862,121.89346496351394,128.00108559060078,132.7210921159829,131.4708965076438,125.45850501419935,129.06294896520873,127.95288285259682,121.77975494898564,119.72484220018922,120.22331640642172
ICglyc,104.80515448080497,,96.6684647805298,,95.3410108285495,108.64864585104866,98.3215192314839,116.29687479829285,106.83298092468226,118.98399769159005,112.74457261162789,114.86561836601511,123.94156660396615,102.64909831141671,109.90197292596669,104.80515448080497
ICT6P,0.1783875980028437,0.18822624038010294,0.17607443045323118,0.1630432823786561,0.17218266838551333,0.16487946062310527,0.3876089992625108,0.5854828053509118,0.5725486431696373,0.40973395402651025,0.24451358463273798,0.17896200943166202,0.17398117002762825,0.17251165107955707,0.16581570400454365,0.1783875980028437
ICUDPG,0.5939103267057559,0.6313055609934167,0.6013030772510328,0.6921666199060499,0.7129789911588593,0.7907280205972228,1.083533317947303,1.3423659528809817,1.5308530841035966,1.5656105176146689,1.5394690031841587,1.5061426245601663,1.3393210284159842,0.9574523138821708,0.6800317653953083,0.5939103267057559
ICG1P,0.038620788958122945,0.04601513948655197,0.07000550488157445,0.11536920343229143,0.13933359353023891,0.2003731389606505,0.23611892168466508,0.20619786665890266,0.16981192362954448,0.12939509750215994,0.09212050053104626,0.06009413714477199,0.04202310242197844,0.035898084132282335,0.035840324463945486,0.038620788958122945
ICG6P,0.3051170721046348,0.5939059196273715,1.0046469678906509,1.731827807153349,2.699877996189931,4.221083305725239,6.086814787390762,5.715541495414319,4.569960912649519,3.229184349622217,1.9917717139615942,0.9379281426446134,0.5440513411556946,0.3630264213088401,0.3189850018260447,0.3051170721046348
ICF6P,0.08669380319102349,0.15419044777715096,0.2565432941540837,0.44615595120005247,0.6980056811263676,1.1198487771557346,1.7193046200170707,1.6821796437582568,1.2556334089730836,0.9456921366379281,0.5835948155585471,0.2555582916463939,0.15112422511631288,0.09982542456034885,0.08907019758538462,0.08669380319102349
ICFBP,0.007585216019797994,0.026125811796393974,0.03653288982994046,0.09076846209797779,0.11510466812417336,0.2684573856637881,0.9810832304971824,0.3857304408783011,0.3173311688065358,0.23591884693547718,0.10733135220054493,0.05435135672274624,0.025031530246704167,0.017653557476566332,0.014397118582171985,0.007585216019797994
ICGAP,0.0070924615563239465,0.007801624905098292,0.010190131396027815,0.013137526762654369,0.011038021187204913,0.022758828420935205,0.036907238597928056,0.030116405901621644,0.027014580785973342,0.02790409605329432,0.01727065909643784,0.011368374038971889,0.009730303404164711,0.007991262820162244,0.00735796293894703,0.0070924615563239465
ICDHAP,0.02179554108717623,0.043017292879500305,0.08102031776359737,0.14585341786292447,0.1937084111091832,0.32038356267833223,0.6923984424642899,0.4123950559757166,0.4142456448097512,0.3249835760115186,0.210032280883642,0.10317997059032272,0.05691611219756686,0.03535512905632636,0.025693512814834986,0.02179554108717623
IC3PG,1.8617561441700854,2.216477754172245,1.956582127923876,2.5427604831788995,2.619820284073344,2.596298525730723,0.8642088027562665,1.840841587107563,2.3302776778501197,3.227002017233592,3.49995458545696,3.752213284560278,3.3399058111929136,2.6282864600695235,2.1908920716907976,1.8617561441700854
IC2PG,0.2138158731816137,0.2603503363005996,0.22208929829406016,0.27329742754151465,0.2817618210739343,0.28208489690338456,0.09548266117400656,0.20362948539401163,0.2505015171208194,0.3413822025906561,0.3655928088443343,0.39706290687348195,0.36763409983128803,0.28813040005127466,0.24204255505245387,0.2138158731816137
ICPEP,1.0162311433776563,1.059961507167984,0.9538276897906912,1.1132185524637834,1.1580956576378156,1.163257776396723,0.3462900026887,0.7853869980884478,1.0437026936404603,1.4490449756567554,1.6119193214344818,1.77735573398608,1.7015547604960775,1.3526449667394171,1.104776548952474,1.0162311433776563
ICPYR,0.7819242220236395,0.8302734830715578,0.7476140193175888,0.9251178696712181,1.0517807585027419,1.0019755964003898,0.7980682201723692,0.7864807315996326,0.9603372944623805,1.196638647277259,1.242236830941097,1.2454996063506873,1.2459585325900382,0.9726556028851985,0.8687150986306524,0.7819242220236395
ICCIT,4.287082692880331,4.678396072604236,4.297688795589491,4.814744847488827,4.958043706694868,4.915443463806737,4.82181402598794,5.237574495276597,5.663536044556977,5.5600419341945475,5.173050666679142,5.241642321845539,5.067782281476934,4.573900236966349,4.294043455530765,4.287082692880331
