,0,1,2,3,4,5,6,7,8,9
51,2992239.0718784803,18350.08143216266,3408822.4128841064,22479.843414903553,8042038.850910711,203048.9680655495,558464.8720151406,3885944.499200062,2773089.408903372,3068709.6363633806
52,2969336.4302941593,18248.701530972034,3380010.443579753,22350.182579446086,7982499.980927448,201626.01779611327,554444.0571490033,3856624.7477946677,2752749.995369038,3045894.0020122854
53,2946550.135725747,18147.56189147661,3351386.0837882804,22220.85052229462,7923240.8573322,200210.1755052672,550441.251646714,3827447.9556824067,2732505.159674947,3023187.482263771
54,2923885.1312830397,18046.68063687286,3322955.1495183487,22091.87213715734,7864274.721807507,198800.9778614965,546457.3441095242,3798420.555996708,2712359.300123953,3000595.1249381164
55,2901345.956307931,17946.07456104481,3294722.864421892,21963.27142999895,7805613.913226173,197398.80399866455,542493.1665307744,3769530.127116303,2692316.844372026,2978121.6889831778
56,2878936.825737943,17845.759181791826,3266693.999896106,21835.070733408127,7747269.954851175,196003.92274566926,538549.4952887296,3740801.6894557644,2672381.630625094,2955771.6047119745
57,2856660.665516251,17745.74859557759,3238872.901872285,21707.29074776546,7689253.49664123,194616.59235259917,534626.9832179017,3712239.5547053623,2652557.322459994,2933549.0033213664
58,2834523.102810565,17646.056810155944,3211263.5092523107,21579.95076348967,7631574.568313396,193236.85074330444,530726.4380075474,3683849.388326202,2632847.332356718,2911457.4796938743
59,2812526.434543721,17546.697109365905,3183869.6684294003,21453.068660846937,7574242.387465801,191865.33930801635,526848.5018533157,3655635.679193836,2613255.040169515,2889500.5895068417
60,2790673.7296302114,17447.679268283388,3156694.0330990124,21326.661810345944,7517265.50180749,190502.03096769203,522993.4990394835,3627602.570031424,2593782.981526106,2867681.545269849
61,2768967.79366462,17349.01244317434,3129739.6359463786,21200.743746162,7460651.831728319,189147.4313603006,519162.3249729442,3599753.873479936,2574433.9950402593,2846003.3061002693
62,2747411.220764682,17250.704909128766,3103008.9655668135,21075.329261624916,7404408.719537568,187801.0642883935,515355.17869665683,3572093.08765033,2555210.518864505,2824468.59091301
63,2726006.4779481897,17152.76412919635,3076504.2052306747,20950.431153419195,7348542.781854655,186463.4072075548,511572.61675947864,3544623.4111556024,2536114.816876143,2803079.9316437375
64,2704755.5052888743,17055.195344079588,3050227.365532363,20826.06109135628,7293060.128049802,185134.35065512246,507815.045824702,3517346.7660823446,2517148.9279235587,2781839.600927493
65,2683660.402804763,16958.002591074917,3024179.821334848,20702.22967137164,7237966.321001487,183814.5262759204,504082.8410816127,3490267.8549817116,2498314.734824862,2760749.6309147263
66,2662722.6880172626,16861.189042658825,2998363.0500378218,20578.946466701695,7183266.408396413,182503.79856002238,500376.34281051904,3463387.992323302,2479613.8857831275,2739811.857044086
67,2641943.833566209,16764.756210306667,2972778.162268451,20456.22007727121,7128964.854701575,181202.27154468928,496695.85807299835,3436709.3189085145,2461047.9211983033,2719027.935512268
68,2621325.149004945,16668.704582267572,2947426.0380893517,20334.05817732572,7075066.0029614875,179910.06037740275,493041.66234009695,3410233.7435989305,2442618.203006275,2698399.362318004
69,2600867.792680295,16573.03396929646,2922299.223313214,20212.46814371312,7021573.359571809,178627.0012905426,489414.00106250576,3383962.9553576377,2424325.9422638295,2677927.428620206
70,2580572.7803747714,16477.743137947386,2897411.3216643925,20091.4547410515,6968490.046303031,177353.56643438525,485812.5311032391,3357899.054518007,2406172.2072666064,2657613.2706464096
71,2560441.0106619303,16382.827377167247,2872757.899435096,19971.02374500595,6915819.036587155,176089.77541734587,482238.5018611183,3332042.0199049274,2388157.9255877184,2637457.888151755
72,2540473.2862905124,16288.283762089792,2848338.9591343454,19851.179569969343,6863562.737189296,174835.51244174739,478691.5764792444,3306393.5743721123,2370283.9150744057,2617462.0963248587
73,2520670.4898899477,16194.109461207776,2824154.2396584363,19731.925878907565,6811723.234651853,173590.76397267877,475171.89421320497,3280954.5526561243,2352550.852384356,2597626.5925695673
74,2501033.0643835766,16100.301108264652,2800204.2543138363,19613.26578328099,6760302.282723378,172355.65999047091,471679.57135515683,3255725.6322826603,2334959.307373675,2577951.95052869
75,2481561.1572661647,16006.854838840069,2776488.1685668626,19495.201686828226,6709302.295069872,171130.2342040558,468214.69940740673,3230707.445344943,2317509.743077464,2558438.9389224816
76,2462254.998487426,15913.76667606307,2753005.4754390675,19377.735251700746,6658722.689439294,169914.50857878992,464777.3582840926,3205900.9472447946,2300202.517995386,2539088.044238577
77,2443114.8636992457,15821.029799543008,2729755.5343939993,19260.867761565092,6608564.63911209,168708.4981833632,461367.5997629988,3181306.338395961,2283037.896168723,2519898.9582977304
78,2424140.849768199,15728.642838381104,2706737.6120841014,19144.599897855987,6558829.016443865,167512.2115795259,457985.46091120556,3156923.693453887,2266016.049096392,2500871.778900481
79,2405332.91540231,15636.596724444393,2683950.7871082383,19028.9319427047,6509516.089490682,166325.65119547053,454630.9647811797,3132752.802326082,2249137.0649042814,2482006.5288468376
80,2386691.131573658,15544.885747876055,2661394.06533439,18913.865540940904,6460625.975664914,165148.81368344525,451304.11222005513,3108793.3702009195,2232391.564128355,2463303.1405534204
81,2368214.992672955,15453.503538155142,2639066.3331752066,18799.400539668117,6412158.48837534,163981.6966711037,448004.8888780758,3085044.996110364,2215797.602728245,2444758.858156982
82,2349904.672656533,15362.443923142626,2616966.399468398,18685.535587611095,6364113.050631353,162824.15312831005,444734.5797427179,3061507.1721701054,2199346.4362365357,2426379.0433628703
83,2331759.1601514285,15271.70220295752,2595093.0058271033,18572.268930368657,6316488.818073413,161675.00402155463,441490.54227065376,3038179.2924656705,2183037.854586831,2408160.708681089
84,2313779.0022658324,15181.273543481504,2573444.787301471,18459.598452630555,6269284.816303124,160538.48984215272,438273.99066473485,3015060.6589212595,2166871.5846734536,2390103.5104112485
85,2295963.482287215,15091.149649551446,2552020.3192575774,18347.52141276227,6222500.072230873,159410.03236277783,435083.47048122284,2992150.487656445,2150847.293853312,2372207.0364922616
86,2278312.0640171226,15001.321951043368,2530818.111466777,18236.035494143973,6176133.151972618,158291.17802988904,431921.69434446056,2969447.9390574708,2134964.60252213,2354470.81035273
87,2260823.9497016356,14911.781713702096,2509836.7207777444,18125.137331317244,6130182.540619477,157181.77977396877,428787.18975073996,2946952.030711613,2119223.108238053,2336894.3199209142
88,2243498.2858902887,14822.520022299874,2489074.354459257,18014.823528868244,6084646.7582807895,156082.0157288808,425679.8498726808,2924661.777890811,2103622.319424702,2319476.940335684
89,2226334.191677255,14733.528276551848,2468529.4113997747,17905.090431540746,6039523.819069831,154991.73444411458,422599.56152407825,2902576.1123262066,2088161.6926892856,2302218.0175856906
90,2209330.7519093878,14644.796025361426,2448199.575586518,17795.934144866456,5994811.599249295,153910.89094390153,419546.2000297884,2880693.942518542,2072840.6441412563,2285116.80094819
91,2192487.017558475,14556.311173642465,2428084.331246079,17687.35055489778,5950507.879261022,152839.43384468777,416519.6404308955,2859014.0138128335,2057658.570968539,2268172.81474682
92,2175802.0033520046,14468.061194575308,2408181.304062496,17579.335347039254,5906610.350150866,151777.31682594135,413519.73561834876,2837535.135673989,2042614.867933463,2251384.483627115
93,2159274.6913864207,14380.033233554688,2388488.575782788,17471.88402396656,5863116.617813436,150724.4862451772,410546.42287773936,2816256.0540858647,2027708.779056567,2234751.366881224
94,2142903.9339409946,14292.214774192693,2369004.3341363464,17364.992004883028,5820024.231786023,149680.89064003955,407599.5558633181,2795175.4248828697,2012939.626530145,2218272.514540468
95,2126688.8461372536,14204.592789495107,2349726.700281792,17258.564327715914,5777330.599338869,148646.47213171734,404678.9439908165,2774291.921270796,1998306.579253584,2201946.9903012877
96,2110628.2198903873,14117.154244243875,2330653.7880050587,17152.812355050006,5735033.060269801,147621.17379954763,401784.3912572827,2753604.164901263,1983808.7621079609,2185773.840440665
97,2094720.922345228,14029.8858949488,2311783.6532033,17047.60558944076,5693128.874854984,146604.9359115069,398915.698056349,2733110.774003608,1969445.2482315418,2169752.096947962
98,2078965.798414102,13942.769624930923,2293114.384690998,16942.93724718739,5651615.242769809,145597.69566742107,396072.66697254084,2712810.290333134,1955215.131097991,2153880.791302616
99,2063361.5986697355,13855.77967494653,2274644.044039261,16838.63718379333,5610489.316852511,144599.38983910493,393255.08844372566,2692701.2856957554,1941117.5774367803,2138159.047064952
100,2047948.8945795712,13768.91646919909,2256370.686384695,16735.098923469322,5569748.193992679,143609.9530470475,390462.81123633706,2672782.2996135186,1927151.5745279777,2122586.0512497136
101,2032640.794612998,13682.164568522725,2238292.360386181,16631.973421150582,5529388.934731885,142629.318829454,387695.67435100564,2653051.8621190735,1913316.0590188892,2107161.011231871
102,2017442.8593442752,13595.50799265278,2220407.1378039983,16529.362633696546,5489408.55894534,141657.41218264413,384953.43527195137,2633508.83636729,1899609.986961674,2091882.4948784998
103,2002430.5443762252,13509.035235691019,2202713.343880756,16427.2025903665,5449804.048123199,140694.15920679006,382235.85794595786,2614153.246586726,1886032.2796610058,2076748.6894484232
104,1987595.5784013192,13422.545071018114,2185209.0878078025,16325.553686302148,5410572.301660955,139739.4886394447,379542.6920678671,2594983.5792675344,1872581.9425761243,2061757.4732357601
105,1972869.3638329143,13336.105590793695,2167892.3433979657,16224.409688369173,5371710.348436403,138793.3283449511,376873.68651568476,2575997.973285072,1859257.7485756932,2046900.1878279403
106,1958285.5938263054,13249.69450379045,2150760.9927535956,16123.71646728913,5333215.027749147,137855.60567567518,374228.59003046685,2557194.76603548,1846058.6854441613,2032190.0692141503
107,1943843.0547999968,13163.28469302948,2133812.951476589,16023.591556194895,5295083.218434074,136926.24813599238,371607.16497576697,2538572.257132417,1832983.6754021083,2017619.4314909622
108,1929517.0470108204,13076.858037807697,2117046.1523374054,15923.963511386488,5257311.784946498,136005.18942349174,369009.1535025319,2520128.5801874837,1820031.642552478,2003186.9329391383
109,1915355.016092644,12990.396515493094,2100458.540629674,15824.798699703735,5219897.595462414,135092.35824939096,366434.3123984897,2501862.0658296654,1807201.5050939636,1988891.1094284917
110,1901330.2612969677,12903.88211223918,2084048.0704213653,15726.104396195127,5182837.5163674485,134187.67905028636,363882.38169065205,2483771.0033566877,1794492.2218462373,1974730.1504312227
111,1887441.2568683536,12817.296864412776,2067812.7119614366,15627.874292757542,5146128.383587787,133291.07385856207,361353.10019402683,2465853.6976958816,1781902.7461020763,1960699.978541852
112,1873686.8638133924,12730.6229017377,2051750.4364108487,15530.102458997138,5109767.034545574,132402.46670427764,358846.22384264355,2448108.4702478494,1769431.9587382725,1946810.9171551752
113,1860065.8944787758,12643.842492296488,2035859.2994174974,15432.781385250417,5073671.767961084,131521.7810128364,356361.49111854227,2430533.6591924354,1757078.7053009425,1933048.7642526824
114,1846576.9588792576,12556.935218933888,2020137.3157083695,15335.90498339865,5037998.177216189,130648.95352422219,353898.64170619665,2413127.619289313,1744841.876060814,1919407.361197567
115,1833218.096837204,12469.877638838412,2004582.5103746096,15239.467067079973,5002663.847831067,129783.88136644043,351457.417979815,2395887.9572468875,1732720.315690021,1905906.2687187851
116,1819988.8503982536,12382.648495937112,1989192.9816375705,15143.464593484545,4967665.622129327,128926.5031342042,349037.5651858196,2378814.6246349523,1720712.9122500296,1892543.606553101
117,1806887.917904461,12295.226475646648,1973966.836528712,15047.88426442861,4933000.286636587,128076.74377987171,346638.8316112558,2361905.2056194157,1708818.5604377538,1879299.5404775743
118,1793913.981471091,12207.560489454596,1958902.2098813304,14952.720879228362,4898664.663368031,127234.53409920399,344257.67601119576,2345158.0188520793,1697036.153110124,1866174.1359233474
119,1781072.235366791,12119.66284487764,1943994.7191234755,14857.973183822298,4864655.555625494,126399.81738073572,341900.69396393944,2328571.640392042,1685364.6000150666,1853183.43222047
120,1768341.870724631,12031.520756303995,1929244.919705884,14763.63230969968,4830969.752333089,125572.53103642586,339566.91126900946,2312143.819700408,1673802.825054873,1840316.0503314522
121,1755740.9400082142,11943.11533261775,1914651.522686644,14669.692020884253,4797604.151578423,124752.58813614598,337250.308166883,2295873.236970723,1662349.8903223653,1827570.8713691693
122,1743261.9668824081,11854.427544885351,1900212.8504584092,14576.14607434157,4764555.569120712,123939.90972530891,334953.63936855923,2279758.2722005183,1651004.8157169477,1814946.7411956035
123,1730903.1894082394,11765.438251980899,1885927.9049655588,14482.988316768413,4731821.107597832,123134.41816541231,332676.7175416837,2263797.3397046123,1639766.5086449333,1802442.8628813317
124,1718663.580477173,11676.12830811781,1871792.6925992272,14390.212669223947,4699396.993478728,122336.03903356892,330419.2982145595,2247989.802907449,1628633.9360259457,1790058.2728258735
125,1706541.9140791865,11586.478409741772,1857806.660210819,14297.813034475297,4667280.447740097,121544.69547024713,328181.1232213762,2232334.478900851,1617606.024392322,1777791.9485785605
126,1694536.7970540286,11496.469530600223,1843968.0096880372,14205.783572324875,4635468.582784415,120760.29978702315,325961.9407431102,2216829.6198337665,1606681.7813191707,1765642.8686150727
127,1682647.0994675057,11406.076072631911,1830274.8541812843,14114.118860734545,4603958.134674068,119982.77802273883,323760.42326019594,2201473.514714531,1595860.1827094436,1753609.8783874235
128,1670871.5526056914,11315.262398170675,1816725.3803934313,14022.811953565517,4572746.013426726,119212.09455155132,321579.57758171106,2186264.4849286065,1585140.3500551872,1741691.5457226303
129,1659208.9282306472,11224.017877658764,1803317.7633815224,13931.857725057973,4541829.163760346,118448.22939409969,319415.9232912503,2171200.880322781,1574521.042615185,1729886.1893941932
130,1647658.1643422758,11132.325328148481,1790050.232523327,13841.250606517611,4511204.575914816,117691.10282862585,317270.3110717168,2156255.8524421873,1564001.445184064,1718192.2978790135
131,1636218.1676157566,11040.166149367316,1776921.0297593954,13750.984643667147,4480869.843503983,116941.96010778895,315142.5253974918,2141464.446171276,1553580.776504642,1706608.3407214375
132,1624888.1759754196,10947.521926613137,1763928.427668161,13661.055760298304,4450822.021150772,116197.2916992956,313032.34830843296,2126866.562952935,1543258.0272308318,1695132.8462703943
133,1613666.846027353,10854.374553824253,1751070.7293065866,13571.45944827707,4421058.0313148135,115459.03708662224,310939.56586581015,2112368.6670334577,1533032.2356672594,1683764.4938254624
134,1602535.9348823067,10760.70619882293,1738346.2705615216,13482.221371090687,4391574.812720941,114727.13626978443,308863.97423291515,2098008.273831562,1522902.325786581,1672502.0333603849
135,1591524.9276204444,10666.49947275304,1725753.4202111645,13393.282234292687,4362369.534200672,114001.58557456253,306805.4082739199,2083783.8246025601,1512867.1950111045,1661329.2580171337
136,1580619.6507048511,10571.737981263686,1713290.5832740744,13304.609481145893,4333439.1803635,113282.59834803993,304763.6746734684,2069693.874122256,1502925.7658898176,1650274.7578631586
137,1569819.072023654,10476.405616985186,1700956.2022334554,13216.289635524097,4304780.53717838,112572.91922171599,302738.7025830934,2055736.896576218,1493077.103539868,1639325.212521976
138,1559120.9412714797,10380.48726866924,1688748.757041321,13128.277136650018,4276390.581832523,111866.73023878619,300730.4152720977,2041911.416773896,1483320.0819679727,1628476.9175310477
139,1548524.221298002,10283.917235918721,1676666.862357054,13040.569224760295,4248266.186948307,111166.4818929387,298738.60490713024,2028215.972942183,1473653.7343820648,1617730.320297672
140,1538027.3710660145,10186.717501850364,1664709.306320662,12953.155606862936,4220404.28907634,110472.20967151476,296763.0646342888,2014649.1369509578,1464076.9173477232,1607084.4366119043
141,1527628.9456242372,10088.863366403419,1652874.3952880779,12866.032868311022,4192746.9997648345,109783.6367295751,294803.5503465555,2001209.4850860664,1454588.5435062705,1596538.2821721847
142,1517327.5726337063,9990.364841875478,1641160.4670683874,12779.197244257779,4165396.7369365552,109100.673136774,292859.83101059106,1987895.6300654232,1445187.6398132695,1586090.9392293645
143,1507127.7729141426,9891.21700388488,1629565.9071437647,12692.64310701849,4138301.9420107743,108423.3040596576,290931.6816701375,1974706.170495506,1435873.170241109,1575741.4881131123
144,1497010.7753691513,9791.415372235855,1618089.1459684162,12606.365802913271,4111460.0450404524,107751.42447676534,289018.7787099361,1961639.7192550031,1426644.0932297064,1565488.8781796577
145,1486991.5900970898,9690.95582618105,1606728.6452330078,12520.360856833506,4084867.865551457,107084.95281400089,287120.9931859284,1948679.2759133398,1417499.3905946314,1555331.8533146607
146,1477059.300538767,9589.835006600595,1595482.908998734,12434.623909202197,4058522.2289902177,106423.803368448,285238.22741065046,1935838.4890066604,1408438.049750871,1545268.9254126877
147,1467232.0622653589,9488.050253657973,1584350.428842135,12349.150708780862,4032419.954042412,105767.89859649623,283370.30158629006,1923118.174070475,1399459.111849332,1535298.6517787464
148,1457485.928344591,9385.59977269972,1573329.7079687163,12263.93836612637,4006558.117706416,105117.15975952074,281517.04563769914,1910516.785495958,1390547.8001928583,1525419.694876864
149,1447826.1188060422,9282.481309016586,1562419.316284741,12178.983543736489,3980933.8155880338,104471.51455616021,279678.2987128915,1898033.0181887979,1381730.3481288457,1515630.727804894
150,1438255.5823493737,9178.676366157473,1551616.3883817026,12094.282351896578,3955544.078135228,103830.92193243834,277853.90915503487,1885665.5517648903,1372992.9889919232,1505930.5877732127
151,1428773.3436729568,9074.185742501471,1540920.1448744982,12009.833742020703,3930385.890586086,103195.29635349127,276043.7343348314,1873413.0813500173,1364334.8452528873,1496318.1956181168
152,1419378.63341937,8969.018807242715,1530331.0392478968,11925.62869210911,3905456.0749749797,102564.56749626364,274247.64053511916,1861274.31943714,1355755.008492084,1486792.1694944075
153,1410071.5728329753,8863.190990540217,1519847.7474403295,11841.666635472955,3880751.75850451,101938.66511283861,272465.59573444194,1849209.1165359956,1347252.6296078165,1477351.5965744697
154,1400851.080747977,8756.712107967522,1509468.870915391,11757.944994199008,3856180.979801346,101317.5158414545,270697.6838255836,1837297.8177008713,1338826.8661983793,1467995.7047679748
155,1391715.6525928264,8649.58350668303,1499193.0308120043,11673.779517007917,3832008.83633739,100699.40047253812,268943.7362776451,1825495.111933052,1330476.8573493175,1458724.135010962
156,1382663.8423521123,8541.832257229229,1489018.8813002682,11591.111141140525,3807965.3848259915,100089.19875108484,267203.6105862968,1813799.8300348043,1322201.7686944802,1449535.6924019058
157,1373694.2441760008,8433.48905866074,1478945.1103164768,11507.503840030358,3784137.3219036385,99481.93397190477,265477.1889348508,1802212.3809518446,1314000.7575633095,1440430.331703483
158,1364805.6191694902,8324.587448398886,1468970.4635165841,11424.726977112765,3760522.314809875,98879.19358610836,263764.2786617061,1790731.4263753477,1305872.9952104972,1431407.4425883458
159,1355996.6652401313,8215.160629002312,1459093.7735923887,11342.187931099003,3737118.1666767965,98280.90947383859,262064.73288316707,1779356.1127756557,1297817.6651250597,1422466.1408174646
160,1347266.2558777,8105.23554275087,1449313.8921298916,11260.42173289644,3713922.540467352,97687.01521833582,260378.57360027506,1768085.0080187737,1289833.9601996534,1413606.075511546
161,1338613.3303839304,7994.850425042269,1439629.7186747289,11178.333515649809,3690934.2906347243,97097.47138668055,258705.62464611352,1756916.8800634712,1281921.083738476,1404826.5271324522
162,1330036.9157384827,7884.046030392196,1430040.0273008943,11096.484217437372,3668152.0936820977,96512.23129338927,257045.691861415,1745850.4139290191,1274077.8445233188,1396127.0862172383
163,1321536.1441626407,7772.86624929949,1420543.601648922,11014.833500962828,3645574.4807479084,95923.82870267882,255398.60079891668,1734884.3788766281,1266303.8484876615,1387506.8057370384
